;Run;ID;Experiment;Timepoint..dpi.;infected_control.control;infected_control.infected;Library.paired;Library.single;avgSpotLen;infection_type;Category.control;Category.drought;Category.fungal biotroph;Category.necrotoph;Category.nematode;Category.oomycete biotroph;Category.protist biotroph;Category.viral biotroph;Category.viral pathogen;Category_trophs.;Category_trophs.biotroph;Category_trophs.control;Category_trophs.drought;Category_trophs.necrotroph;Tissue.entire seed;Tissue.full aerial;Tissue.leaf;Tissue.root;Tissue.whole plant;Timepoint_dpi.0;Timepoint_dpi.0,25;Timepoint_dpi.0,5;Timepoint_dpi.1;Timepoint_dpi.10;Timepoint_dpi.14;Timepoint_dpi.17;Timepoint_dpi.2;Timepoint_dpi.20;Timepoint_dpi.21;Timepoint_dpi.24;Timepoint_dpi.3;Timepoint_dpi.4;Timepoint_dpi.5;Timepoint_dpi.6;Timepoint_dpi.7;pathogen;pathogen_abbr;inf_path.A. brassicae;inf_path.B. cinerea;inf_path.control;inf_path.Drought;inf_path.E. cichoracearum;inf_path.E. cruciferarum;inf_path.G. orontii;inf_path.H. schachtii;inf_path.Hpa;inf_path.M. javanica;inf_path.P. brassicae;inf_path.TuMV;inf_path.TuYV;p_pseudoaligned;LibrarySize;n_processed;LibrarySize_kallisto;P.brassicae_leaf;P.brassicae_root;TuMV_AS;TuMV_DS
101;SRR10030505;129;Hyaloperonospora arabidopsidis 3;17;0;1;0;1;101;infected - mock solution;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Hyaloperonospora arabidopsidis;Hpa;0;0;0;0;0;0;0;0;1;0;0;0;0;73.5;2749408;3740402;2749408;0;0;0;0
102;SRR12330763;130;Meloidogyne javanica;3;0;1;1;0;300;infected;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Meloidogyne javanica;M. javanica;0;0;0;0;0;0;0;0;0;1;0;0;0;93.9;11422212;12168776;11422212;0;0;0;0
103;SRR12330764;131;Meloidogyne javanica;3;0;1;1;0;300;infected;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Meloidogyne javanica;M. javanica;0;0;0;0;0;0;0;0;0;1;0;0;0;93.7;11477475;12247190;11477475;0;0;0;0
104;SRR12330765;132;Meloidogyne javanica;3;0;1;1;0;300;infected;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Meloidogyne javanica;M. javanica;0;0;0;0;0;0;0;0;0;1;0;0;0;94.9;9504591;10013728;9504591;0;0;0;0
105;SRR12330766;133;Meloidogyne javanica;3;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Meloidogyne javanica;M. javanica;0;0;1;0;0;0;0;0;0;0;0;0;0;96.1;14825171;15427700;14825171;0;0;0;0
106;SRR12330767;134;Meloidogyne javanica;3;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Meloidogyne javanica;M. javanica;0;0;1;0;0;0;0;0;0;0;0;0;0;95.4;12288467;12879342;12288467;0;0;0;0
107;SRR12330768;135;Meloidogyne javanica;3;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Meloidogyne javanica;M. javanica;0;0;1;0;0;0;0;0;0;0;0;0;0;95.4;13782489;14442877;13782489;0;0;0;0
244;SRR7811358;136;Plasmodiophora brassicae;24;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;93.1;11791646;12665914;11791646;0;1;0;0
245;SRR7811359;137;Plasmodiophora brassicae;20;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.8;12564831;12978398;12564831;0;1;0;0
246;SRR7811360;138;Plasmodiophora brassicae;20;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.2;13420283;13808659;13420283;0;1;0;0
247;SRR7811361;139;Plasmodiophora brassicae;24;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;93.4;11688092;12514167;11688092;0;1;0;0
248;SRR7811362;140;Plasmodiophora brassicae;24;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;94.5;12610433;13348939;12610433;0;1;0;0
249;SRR7811363;141;Plasmodiophora brassicae;17;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.7;25174980;26026429;25174980;0;1;0;0
250;SRR7811364;142;Plasmodiophora brassicae;17;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;98;10311210;10524498;10311210;0;1;0;0
251;SRR7811365;143;Plasmodiophora brassicae;17;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.5;8604410;8919751;8604410;0;1;0;0
252;SRR7811366;144;Plasmodiophora brassicae;20;0;1;1;0;202;infected;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.9;11963630;12341757;11963630;0;1;0;0
208;SRR3124722;145;Plasmodiophora brassicae 2;17;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.9;8186170;8358101;8186170;1;0;0;0
209;SRR3124724;146;Plasmodiophora brassicae 2;24;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;98;11109228;11332486;11109228;1;0;0;0
210;SRR3124726;147;Plasmodiophora brassicae 2;17;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.7;10391477;10635493;10391477;1;0;0;0
211;SRR3124729;148;Plasmodiophora brassicae 2;20;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;98.2;15567942;15847392;15567942;1;0;0;0
212;SRR3124731;149;Plasmodiophora brassicae 2;24;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.3;15944686;16393176;15944686;1;0;0;0
213;SRR3124735;150;Plasmodiophora brassicae 2;17;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.7;25174980;26026429;25174980;0;1;0;0
214;SRR3124737;151;Plasmodiophora brassicae 2;20;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.9;11963630;12341757;11963630;0;1;0;0
215;SRR3124740;152;Plasmodiophora brassicae 2;24;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;93.4;11688092;12514167;11688092;0;1;0;0
216;SRR3124742;153;Plasmodiophora brassicae 2;17;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;98;10311210;10524498;10311210;0;1;0;0
217;SRR3124743;154;Plasmodiophora brassicae 2;20;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.8;12564831;12978398;12564831;0;1;0;0
218;SRR3124745;155;Plasmodiophora brassicae 2;24;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;94.5;12610433;13348939;12610433;0;1;0;0
219;SRR3124747;156;Plasmodiophora brassicae 2;20;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.6;9139710;9363389;9139710;1;0;0;0
220;SRR3124748;157;Plasmodiophora brassicae 2;17;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;96.5;8604410;8919751;8604410;0;1;0;0
221;SRR3124750;158;Plasmodiophora brassicae 2;20;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.2;13420283;13808659;13420283;0;1;0;0
222;SRR3124752;159;Plasmodiophora brassicae 2;24;0;1;1;0;202;infected - root;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;93.1;11791646;12665914;11791646;0;1;0;0
223;SRR3124754;160;Plasmodiophora brassicae 2;17;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;98;15578453;15902816;15578453;0;0;0;0
224;SRR3124756;161;Plasmodiophora brassicae 2;20;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;95.2;15063572;15816370;15063572;0;0;0;0
225;SRR3124759;162;Plasmodiophora brassicae 2;24;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.8;10280256;10506544;10280256;0;0;0;0
226;SRR3124761;163;Plasmodiophora brassicae 2;17;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.8;10579966;10814844;10579966;0;0;0;0
227;SRR3124764;164;Plasmodiophora brassicae 2;20;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.9;11028372;11268726;11028372;0;0;0;0
228;SRR3124766;165;Plasmodiophora brassicae 2;24;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.8;11741122;12004346;11741122;0;0;0;0
229;SRR3124767;166;Plasmodiophora brassicae 2;17;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.8;5762645;5892667;5762645;0;0;0;0
230;SRR3124769;167;Plasmodiophora brassicae 2;24;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;98.1;20028003;20421974;20028003;1;0;0;0
231;SRR3124770;168;Plasmodiophora brassicae 2;20;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;98;8813252;8993506;8813252;0;0;0;0
232;SRR3124772;169;Plasmodiophora brassicae 2;24;1;0;1;0;202;control - leaf;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.9;13761877;14050423;13761877;0;0;0;0
233;SRR3124775;170;Plasmodiophora brassicae 2;17;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.6;11374896;11777627;11374896;0;0;0;0
234;SRR3124986;171;Plasmodiophora brassicae 2;20;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.3;20252610;20818323;20252610;0;0;0;0
235;SRR3124987;172;Plasmodiophora brassicae 2;24;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.8;13089074;13516061;13089074;0;0;0;0
236;SRR3124990;173;Plasmodiophora brassicae 2;17;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.5;13270398;13751446;13270398;0;0;0;0
237;SRR3124992;174;Plasmodiophora brassicae 2;20;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.6;13650660;14133849;13650660;0;0;0;0
238;SRR3124994;175;Plasmodiophora brassicae 2;24;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.4;11107922;11521985;11107922;0;0;0;0
239;SRR3124997;176;Plasmodiophora brassicae 2;17;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;97.1;12922062;13309423;12922062;0;0;0;0
240;SRR3124998;177;Plasmodiophora brassicae 2;20;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.7;9620466;9947495;9620466;0;0;0;0
241;SRR3125002;178;Plasmodiophora brassicae 2;17;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.8;11318568;11575777;11318568;1;0;0;0
242;SRR3125004;179;Plasmodiophora brassicae 2;24;1;0;1;0;202;control - root;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;95.2;10246833;10761687;10246833;0;0;0;0
243;SRR3125005;180;Plasmodiophora brassicae 2;20;0;1;1;0;202;infected - leaf;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Plasmodiophora brassicae;P. brassicae;0;0;0;0;0;0;0;0;0;0;1;0;0;97.9;10295348;10518831;10295348;1;0;0;0
160;SRR30310344;181;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;70.8;15532545;21951892;15532545;0;0;1;0
161;SRR30310345;182;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;77.6;21847845;28150576;21847845;0;0;0;0
162;SRR30310346;183;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;96.8;20431650;21096749;20431650;0;0;0;0
163;SRR30310347;184;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;96.4;22934583;23795448;22934583;0;0;0;0
164;SRR30310348;185;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;82.6;17089986;20690051;17089986;0;0;0;0
165;SRR30310349;186;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;96.7;21703392;22443769;21703392;0;0;0;0
166;SRR30310350;187;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;84.9;19505263;22978714;19505263;0;0;0;0
167;SRR30310351;188;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;61.8;13373495;21651786;13373495;0;0;0;1
168;SRR30310352;189;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;58.1;13646746;23484987;13646746;0;0;0;1
169;SRR30310353;190;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;42.1;12644712;30064881;12644712;0;0;0;1
170;SRR30310354;191;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;70.2;15343835;21854424;15343835;0;0;0;1
171;SRR30310355;192;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;62.3;12261790;19670858;12261790;0;0;0;1
172;SRR30310356;193;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;64.2;14822786;23105497;14822786;0;0;0;1
173;SRR30310357;194;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;82.3;19368694;23526220;19368694;0;0;0;1
174;SRR30310358;195;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;96.1;22620724;23538119;22620724;0;0;0;0
175;SRR30310359;196;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;77.4;17840317;23043905;17840317;0;0;0;1
176;SRR30310360;197;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-DV;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;82.8;19810850;23921183;19810850;0;0;0;1
177;SRR30310361;198;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;53.7;14925751;27811941;14925751;0;0;1;0
178;SRR30310362;199;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;56.7;11895552;20983399;11895552;0;0;1;0
179;SRR30310363;200;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;58.3;12394189;21265592;12394189;0;0;1;0
